,YearStart,YearEnd,LocationAbbr,LocationDesc,StratificationCategory1,Stratification1,StratificationCategoryID1,StratificationID1,LocationID,OverweightValue,ObeseValue,TvValue,SodaValue,VegetableValue,FruitValue,PhysicalActivityValue,PhysicalEducationValue
2788,2019,2019,CA,California,Race/Ethnicity,Hispanic,RACE,RACEHIS,6,13.7,12.4,20.5,15.8,36.6,38.2,20.9,16.0
2799,2013,2013,HI,Hawaii,Grade,12th,GRADE,GRADE12,15,14.2,13.5,25.9,40.7,39.7,50.6,30.5,33.7
2801,2015,2015,MT,Montana,Total,Total,OVR,OVERALL,30,13.8,6.0,28.6,25.3,38.9,47.1,18.1,28.7
2803,2009,2009,VT,Vermont,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,50,16.7,9.0,30.7,27.8,46.1,46.4,23.1,20.8
2804,2003,2003,UT,Utah,Grade,12th,GRADE,GRADE12,49,15.3,19.3,44.1,33.4,55.1,50.4,19.8,28.8
2806,2013,2013,NV,Nevada,Grade,10th,GRADE,GRADE10,32,15.2,18.4,46.4,27.2,50.2,45.6,17.1,12.4
2821,2017,2017,IL,Illinois,Grade,12th,GRADE,GRADE12,17,13.9,17.2,30.4,30.3,45.3,48.9,33.4,33.1
2829,2013,2013,MT,Montana,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,30,14.8,12.8,25.8,32.1,39.2,45.6,27.8,28.2
2838,2017,2017,DE,Delaware,Gender,Female,GEN,FEMALE,10,12.7,8.5,22.8,15.1,35.2,41.9,28.5,24.0
2839,2015,2015,AK,Alaska,Race/Ethnicity,Hispanic,RACE,RACEHIS,2,13.8,10.4,35.0,19.1,38.8,48.1,13.8,6.5
2843,2017,2017,LA,Louisiana,Grade,10th,GRADE,GRADE10,22,12.3,19.1,20.9,24.7,42.4,39.3,34.5,37.9
2847,2011,2011,FL,Florida,Total,Total,OVR,OVERALL,12,15.2,12.0,30.3,25.5,37.6,44.9,29.1,39.9
2849,2005,2005,OK,Oklahoma,Grade,9th,GRADE,GRADE09,40,14.7,8.8,21.9,11.9,33.3,38.6,14.3,12.8
2857,2007,2007,IN,Indiana,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,18,15.9,8.9,24.8,26.4,61.8,50.5,18.7,0.0
2859,2019,2019,KY,Kentucky,Grade,11th,GRADE,GRADE11,21,11.8,7.9,21.6,17.2,37.2,37.1,23.9,30.0
2866,2009,2009,AL,Alabama,Grade,9th,GRADE,GRADE09,1,18.0,13.7,43.1,34.0,42.7,41.6,26.1,34.3
2868,2011,2011,TN,Tennessee,Gender,Female,GEN,FEMALE,47,14.6,9.1,21.2,17.8,32.9,40.1,29.0,32.9
2872,2011,2011,MD,Maryland,Race/Ethnicity,Asian,RACE,RACEASN,24,13.7,13.8,32.3,30.6,42.1,37.6,21.4,67.1
2876,2007,2007,NM,New Mexico,Grade,12th,GRADE,GRADE12,35,14.3,15.5,23.0,22.8,47.4,46.9,21.0,24.8
2884,2019,2019,GA,Georgia,Race/Ethnicity,Hispanic,RACE,RACEHIS,13,14.6,17.8,16.1,29.0,35.0,47.5,33.6,18.6
2889,2005,2005,SC,South Carolina,Grade,12th,GRADE,GRADE12,45,17.2,12.7,31.6,17.4,38.4,31.1,18.9,18.8
2890,2009,2009,ME,Maine,Gender,Female,GEN,FEMALE,23,16.6,11.2,26.6,24.7,32.6,31.2,28.2,48.0
2893,2017,2017,CA,California,Total,Total,OVR,OVERALL,6,17.3,16.5,21.1,24.4,35.9,41.4,35.6,38.9
2895,2015,2015,RI,Rhode Island,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,44,16.6,11.6,24.9,17.7,42.6,47.7,23.4,23.4
2897,2011,2011,LA,Louisiana,Grade,10th,GRADE,GRADE10,22,14.7,11.1,32.7,22.1,44.2,37.2,25.8,24.3
2906,2017,2017,VT,Vermont,Race/Ethnicity,Hispanic,RACE,RACEHIS,50,16.3,18.1,44.9,40.2,45.3,42.1,23.0,26.1
2907,2017,2017,GU,Guam,Grade,12th,GRADE,GRADE12,66,20.3,12.8,36.1,25.9,50.9,40.0,19.8,62.9
2918,2013,2013,TX,Texas,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,48,15.8,11.0,39.8,20.0,46.1,31.5,13.4,25.2
2924,2015,2015,MI,Michigan,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,26,14.5,11.5,29.2,39.8,45.9,55.6,27.2,45.1
2925,2019,2019,IA,Iowa,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,19,21.2,16.6,36.9,20.8,48.8,41.1,17.0,29.0
2927,2017,2017,NV,Nevada,Race/Ethnicity,Hispanic,RACE,RACEHIS,32,13.0,8.4,19.5,18.6,30.9,40.5,19.9,19.8
2928,2009,2009,CT,Connecticut,Gender,Female,GEN,FEMALE,9,11.8,15.1,30.0,40.8,38.3,40.5,19.3,13.1
2953,2011,2011,NC,North Carolina,Gender,Female,GEN,FEMALE,37,15.0,10.4,32.5,25.9,33.7,42.9,24.2,19.2
2959,2015,2015,AK,Alaska,Gender,Male,GEN,MALE,2,19.3,13.2,23.3,19.0,38.2,43.4,22.8,22.6
2966,2013,2013,OK,Oklahoma,Gender,Female,GEN,FEMALE,40,15.6,12.4,27.4,13.7,38.6,39.8,26.0,17.2
2968,2011,2011,SD,South Dakota,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,46,20.6,13.0,42.8,26.1,44.4,41.4,18.8,11.5
2973,2019,2019,PA,Pennsylvania,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,42,13.9,9.3,26.2,34.6,28.7,38.5,25.5,19.8
2977,2015,2015,NY,New York,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,36,14.4,11.6,39.0,36.2,54.8,56.3,18.3,42.2
2985,2013,2013,NC,North Carolina,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37,15.4,12.7,22.6,21.2,44.4,47.3,26.9,21.7
2990,2009,2009,AR,Arkansas,Total,Total,OVR,OVERALL,5,13.7,14.7,17.5,26.0,43.6,54.2,25.3,19.2
3003,2019,2019,NH,New Hampshire,Gender,Female,GEN,FEMALE,33,16.5,10.7,32.7,22.9,41.1,42.5,17.1,14.0
3004,2017,2017,VA,Virginia,Race/Ethnicity,Hispanic,RACE,RACEHIS,51,9.6,5.0,18.2,11.8,34.1,38.5,12.8,20.6
3006,2017,2017,KS,Kansas,Gender,Male,GEN,MALE,20,24.6,18.9,58.2,39.7,57.5,45.5,21.6,42.1
3011,2019,2019,LA,Louisiana,Grade,9th,GRADE,GRADE09,22,11.9,8.0,16.2,14.9,36.3,40.7,19.3,18.0
3012,2007,2007,MT,Montana,Grade,10th,GRADE,GRADE10,30,10.0,19.2,38.0,39.5,42.6,46.7,34.4,32.1
3013,2011,2011,NE,Nebraska,Grade,12th,GRADE,GRADE12,31,15.6,12.7,17.9,19.5,34.8,40.2,32.1,34.6
3019,2017,2017,NC,North Carolina,Grade,12th,GRADE,GRADE12,37,18.2,13.1,28.1,23.9,42.7,41.8,34.3,42.9
3027,2015,2015,NM,New Mexico,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,35,13.5,17.7,15.3,13.1,43.5,49.3,24.8,7.7
3034,2019,2019,DC,District of Columbia,Gender,Male,GEN,MALE,11,19.5,16.9,27.0,15.9,51.4,41.6,22.6,12.0
3035,2013,2013,TN,Tennessee,Gender,Male,GEN,MALE,47,15.8,21.1,22.1,22.5,45.1,45.4,31.6,32.3
3043,2011,2011,RI,Rhode Island,Grade,11th,GRADE,GRADE11,44,14.6,14.5,24.2,19.5,39.3,38.5,32.3,14.7
3047,2013,2013,NV,Nevada,Grade,9th,GRADE,GRADE09,32,12.3,7.5,22.9,20.2,41.1,43.3,15.7,11.2
3051,2011,2011,DC,District of Columbia,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,11,13.5,14.7,25.1,18.8,36.5,40.4,23.0,3.2
3067,2015,2015,AZ,Arizona,Total,Total,OVR,OVERALL,4,18.2,15.4,23.7,21.4,42.6,46.9,16.1,23.3
3069,2017,2017,MO,Missouri,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29,15.7,17.4,23.0,22.4,42.6,43.8,21.3,14.2
3071,2019,2019,FL,Florida,Gender,Female,GEN,FEMALE,12,11.5,17.6,21.4,15.5,46.7,45.2,21.8,22.3
3085,2009,2009,FL,Florida,Race/Ethnicity,Asian,RACE,RACEASN,12,19.5,13.9,27.3,16.3,44.4,42.3,15.4,16.4
3093,2019,2019,TX,Texas,Grade,12th,GRADE,GRADE12,48,16.8,14.3,37.4,36.0,44.9,44.6,26.7,44.4
3095,2011,2011,CO,Colorado,Grade,12th,GRADE,GRADE12,8,16.5,12.5,17.6,18.3,36.2,40.0,26.4,25.7
3108,2019,2019,OK,Oklahoma,Gender,Female,GEN,FEMALE,40,21.1,21.4,38.8,30.9,33.8,35.0,27.6,40.2
3115,2009,2009,MA,Massachusetts,Grade,12th,GRADE,GRADE12,25,18.3,16.9,41.6,40.6,45.0,41.3,21.8,27.4
3139,2001,2001,AR,Arkansas,Gender,Male,GEN,MALE,5,26.4,11.2,30.9,27.4,32.3,27.2,37.5,27.5
3143,2019,2019,FL,Florida,Total,Total,OVR,OVERALL,12,19.6,22.1,23.1,28.6,48.7,49.2,20.8,12.4
3149,2013,2013,US,National,Race/Ethnicity,Hispanic,RACE,RACEHIS,59,12.9,8.7,18.4,29.5,38.5,42.1,19.6,10.9
3150,2019,2019,WI,Wisconsin,Grade,12th,GRADE,GRADE12,55,19.6,14.3,26.8,18.4,39.8,38.0,22.7,20.5
3152,2005,2005,CT,Connecticut,Gender,Male,GEN,MALE,9,16.4,14.6,31.4,41.2,43.2,45.9,37.9,37.3
3154,2015,2015,TN,Tennessee,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,47,15.6,16.6,15.0,21.5,44.1,42.9,27.5,17.5
3156,2019,2019,GA,Georgia,Total,Total,OVR,OVERALL,13,16.1,10.6,27.4,25.2,35.0,40.1,24.1,23.1
3157,2009,2009,ME,Maine,Race/Ethnicity,Asian,RACE,RACEASN,23,14.7,11.7,15.3,15.4,37.7,37.0,26.6,36.9
3164,2019,2019,AL,Alabama,Grade,10th,GRADE,GRADE10,1,14.0,14.2,19.5,19.6,39.2,40.0,22.9,21.0
3166,2019,2019,MD,Maryland,Grade,9th,GRADE,GRADE09,24,16.6,15.8,24.2,20.0,42.2,45.3,30.7,25.1
3176,2015,2015,NH,New Hampshire,Gender,Male,GEN,MALE,33,22.3,15.6,52.4,33.1,49.4,44.1,14.9,29.3
3182,2005,2005,DE,Delaware,Grade,12th,GRADE,GRADE12,10,16.0,24.5,39.6,33.6,45.5,44.4,26.2,29.0
3184,2019,2019,PR,Puerto Rico,Grade,10th,GRADE,GRADE10,72,12.5,12.7,25.6,22.6,40.0,41.2,24.8,29.2
3188,2003,2003,TN,Tennessee,Grade,12th,GRADE,GRADE12,47,17.0,18.7,20.9,17.8,45.9,42.3,21.3,19.2
3191,2009,2009,TN,Tennessee,Race/Ethnicity,Hispanic,RACE,RACEHIS,47,12.4,14.2,28.9,40.4,39.8,40.4,28.5,17.8
3192,2013,2013,NE,Nebraska,Grade,12th,GRADE,GRADE12,31,14.8,13.5,32.6,23.0,37.4,36.2,26.8,14.9
3196,2013,2013,NM,New Mexico,Race/Ethnicity,Hispanic,RACE,RACEHIS,35,16.9,12.7,27.3,36.5,47.3,55.5,22.7,26.5
3198,2017,2017,ND,North Dakota,Grade,12th,GRADE,GRADE12,38,17.0,9.4,34.1,35.2,41.5,49.8,17.7,22.5
3204,2013,2013,IL,Illinois,Grade,11th,GRADE,GRADE11,17,16.7,9.3,26.1,26.2,34.5,40.8,23.8,19.4
3206,2005,2005,ND,North Dakota,Grade,10th,GRADE,GRADE10,38,14.2,15.3,38.1,38.0,46.7,52.7,22.4,35.1
3221,2013,2013,WI,Wisconsin,Race/Ethnicity,Asian,RACE,RACEASN,55,16.0,11.7,24.9,14.2,44.2,40.6,19.7,17.8
3222,2015,2015,KY,Kentucky,Total,Total,OVR,OVERALL,21,14.1,7.6,21.9,9.5,39.6,40.3,12.6,20.0
3227,2013,2013,ND,North Dakota,Gender,Female,GEN,FEMALE,38,17.7,7.8,34.4,8.7,26.6,36.7,27.7,68.1
3230,2019,2019,TN,Tennessee,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,47,17.1,12.7,32.2,24.4,45.2,43.1,24.7,33.6
3233,2015,2015,VT,Vermont,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,50,16.8,13.7,34.4,32.4,46.2,46.3,15.8,21.2
3240,2013,2013,NV,Nevada,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32,14.2,11.5,25.1,24.2,28.1,37.7,24.0,17.2
3242,2007,2007,DE,Delaware,Grade,11th,GRADE,GRADE11,10,14.4,9.5,23.0,17.4,34.6,39.4,30.2,40.7
3253,2005,2005,VT,Vermont,Total,Total,OVR,OVERALL,50,15.8,14.0,27.8,18.2,40.5,41.0,24.8,18.5
3254,2001,2001,AL,Alabama,Grade,11th,GRADE,GRADE11,1,16.9,16.0,39.2,29.9,47.4,42.7,27.3,29.6
3264,2007,2007,VT,Vermont,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,50,17.2,20.4,21.3,28.9,44.1,48.9,27.8,25.3
3276,2013,2013,FL,Florida,Grade,9th,GRADE,GRADE09,12,16.3,18.6,29.1,30.3,46.1,48.1,23.7,18.2
3277,2015,2015,WY,Wyoming,Grade,11th,GRADE,GRADE11,56,14.6,8.4,21.9,19.2,31.9,32.7,25.1,20.3
3278,2011,2011,ND,North Dakota,Grade,9th,GRADE,GRADE09,38,14.9,10.7,20.9,7.9,44.4,53.5,14.9,4.0
3284,2003,2003,AL,Alabama,Gender,Male,GEN,MALE,1,16.0,5.9,18.3,12.4,34.1,38.7,17.2,16.1
3315,2001,2001,UT,Utah,Total,Total,OVR,OVERALL,49,17.7,17.2,34.9,27.7,42.9,39.1,23.5,20.3
3321,2009,2009,AK,Alaska,Race/Ethnicity,Hispanic,RACE,RACEHIS,2,16.4,9.3,19.1,15.8,36.8,41.3,23.6,26.9
3322,2015,2015,MI,Michigan,Race/Ethnicity,Hispanic,RACE,RACEHIS,26,14.1,15.2,30.1,35.7,37.0,45.5,21.4,21.1
3326,2011,2011,TX,Texas,Grade,10th,GRADE,GRADE10,48,16.0,13.1,23.4,24.7,39.3,42.8,24.0,23.0
3327,2017,2017,US,National,Gender,Male,GEN,MALE,59,15.8,13.4,33.6,29.8,43.6,44.1,23.0,26.6
3331,2019,2019,AZ,Arizona,Grade,11th,GRADE,GRADE11,4,13.2,15.9,30.7,29.6,40.9,38.1,30.5,71.3
3335,2017,2017,KY,Kentucky,Grade,11th,GRADE,GRADE11,21,12.7,10.6,25.0,23.9,35.4,39.6,28.0,24.5
3339,2019,2019,VT,Vermont,Total,Total,OVR,OVERALL,50,10.1,5.9,15.9,7.9,28.3,34.6,15.0,6.2
3341,2019,2019,OK,Oklahoma,Race/Ethnicity,Hispanic,RACE,RACEHIS,40,18.0,20.7,20.7,14.8,49.2,40.6,19.4,26.2
3351,2007,2007,TX,Texas,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,48,17.2,19.7,27.7,44.1,44.1,52.4,24.0,23.5
3353,2011,2011,ID,Idaho,Total,Total,OVR,OVERALL,16,16.4,13.3,31.5,26.0,43.6,49.9,16.8,19.9
3356,2019,2019,NM,New Mexico,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35,15.2,10.8,27.1,36.9,41.1,53.7,11.1,16.6
3357,2005,2005,MO,Missouri,Grade,12th,GRADE,GRADE12,29,15.7,13.7,20.8,16.7,40.9,44.8,24.5,19.6
3360,2001,2001,TX,Texas,Gender,Male,GEN,MALE,48,15.3,12.1,29.5,23.6,36.8,37.8,27.0,26.7
3363,2013,2013,AK,Alaska,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,2,13.3,10.1,22.2,26.2,35.1,39.4,21.2,32.8
3369,2003,2003,ID,Idaho,Gender,Male,GEN,MALE,16,15.9,12.7,20.4,17.7,42.5,46.9,24.5,19.9
3370,2013,2013,NJ,New Jersey,Race/Ethnicity,Hispanic,RACE,RACEHIS,34,15.5,15.4,23.1,22.3,41.0,42.8,22.3,24.5
3385,2009,2009,OK,Oklahoma,Grade,10th,GRADE,GRADE10,40,14.8,13.8,30.8,20.8,37.8,39.3,27.5,22.7
3394,2015,2015,SC,South Carolina,Grade,9th,GRADE,GRADE09,45,14.6,9.1,23.8,18.9,38.6,43.4,19.1,22.7
3405,2011,2011,NY,New York,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36,11.6,7.1,23.5,16.3,33.9,37.2,20.6,14.7
3414,2007,2007,GA,Georgia,Grade,12th,GRADE,GRADE12,13,13.8,11.5,24.5,23.7,27.8,37.4,23.3,17.4
3427,2007,2007,NY,New York,Grade,11th,GRADE,GRADE11,36,13.4,17.3,27.8,34.0,39.9,51.3,31.0,25.0
3440,2001,2001,ME,Maine,Gender,Male,GEN,MALE,23,14.7,14.0,18.9,18.7,41.5,37.5,25.4,36.3
3459,2013,2013,NY,New York,Total,Total,OVR,OVERALL,36,20.3,15.8,29.1,23.0,41.7,42.8,24.0,13.9
3471,2017,2017,UT,Utah,Grade,12th,GRADE,GRADE12,49,15.8,10.2,23.8,16.9,35.2,40.1,32.1,42.8
3475,2011,2011,IA,Iowa,Grade,11th,GRADE,GRADE11,19,11.8,8.7,21.9,18.3,34.6,37.7,27.6,23.7
3484,2015,2015,SC,South Carolina,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,45,16.1,11.6,18.5,14.3,37.4,40.9,31.0,52.1
3500,2009,2009,RI,Rhode Island,Gender,Female,GEN,FEMALE,44,15.5,12.7,18.9,16.4,38.9,42.2,22.4,12.9
3505,2013,2013,FL,Florida,Gender,Female,GEN,FEMALE,12,14.7,13.0,22.3,30.5,39.6,48.6,33.0,32.1
3515,2009,2009,SD,South Dakota,Grade,11th,GRADE,GRADE11,46,9.3,4.6,26.3,29.0,36.2,41.2,22.0,3.3
3521,2011,2011,MI,Michigan,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,26,18.4,23.2,25.3,18.1,53.0,41.9,16.7,13.6
3525,2017,2017,CT,Connecticut,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,9,14.3,14.4,28.3,22.6,39.3,47.5,22.0,14.4
3531,2009,2009,FL,Florida,Gender,Female,GEN,FEMALE,12,15.1,11.1,38.6,32.6,45.4,45.9,16.5,36.3
3536,2009,2009,KS,Kansas,Race/Ethnicity,Hispanic,RACE,RACEHIS,20,22.7,9.5,27.1,22.1,39.6,37.5,24.4,20.4
3541,2015,2015,MD,Maryland,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,24,12.4,10.3,23.9,17.1,43.9,47.9,19.0,18.2
3546,2007,2007,SC,South Carolina,Gender,Male,GEN,MALE,45,14.7,14.6,15.6,12.4,37.9,40.0,29.7,8.9
3552,2017,2017,NE,Nebraska,Grade,12th,GRADE,GRADE12,31,20.2,18.7,23.0,26.6,43.3,46.2,19.5,18.7
3553,2007,2007,MO,Missouri,Total,Total,OVR,OVERALL,29,19.6,15.4,31.2,22.4,34.1,41.5,20.1,14.7
3554,2019,2019,WI,Wisconsin,Total,Total,OVR,OVERALL,55,15.4,9.4,17.0,15.2,30.5,26.3,29.5,44.0
3567,2019,2019,IL,Illinois,Grade,9th,GRADE,GRADE09,17,14.1,9.3,22.3,7.8,33.7,35.7,18.1,10.5
3574,2019,2019,SD,South Dakota,Race/Ethnicity,Hispanic,RACE,RACEHIS,46,18.5,20.4,47.8,50.8,48.0,47.6,23.7,31.2
3579,2017,2017,DE,Delaware,Grade,10th,GRADE,GRADE10,10,14.5,14.5,17.8,10.2,45.7,47.1,24.1,7.7
3581,2007,2007,NY,New York,Race/Ethnicity,Hispanic,RACE,RACEHIS,36,15.9,17.9,32.2,39.3,35.4,41.0,30.8,28.2
3582,2015,2015,NH,New Hampshire,Grade,11th,GRADE,GRADE11,33,19.7,19.6,45.6,28.5,52.2,43.4,20.9,25.8
3588,2007,2007,NM,New Mexico,Grade,9th,GRADE,GRADE09,35,19.4,17.0,26.5,22.5,47.2,55.8,21.1,19.7
3589,2003,2003,VT,Vermont,Grade,9th,GRADE,GRADE09,50,14.8,16.5,34.6,29.9,45.0,50.5,22.7,21.2
3593,2017,2017,MO,Missouri,Grade,12th,GRADE,GRADE12,29,17.2,16.9,24.9,22.4,42.8,48.1,31.7,25.9
3601,2009,2009,AL,Alabama,Grade,11th,GRADE,GRADE11,1,11.7,8.8,20.7,26.9,35.9,46.4,28.1,17.8
3605,2013,2013,NY,New York,Grade,9th,GRADE,GRADE09,36,12.3,7.3,18.8,16.6,29.7,40.8,26.2,52.7
3608,2001,2001,MA,Massachusetts,Grade,12th,GRADE,GRADE12,25,13.5,11.5,32.0,11.6,38.5,45.3,23.9,25.1
3613,2009,2009,ID,Idaho,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,16,19.7,23.4,24.3,20.1,44.3,52.7,24.3,10.7
3618,2003,2003,RI,Rhode Island,Total,Total,OVR,OVERALL,44,15.8,11.7,30.8,25.7,36.2,39.1,27.7,20.9
3626,2019,2019,VA,Virginia,Grade,11th,GRADE,GRADE11,51,15.0,10.7,16.6,15.1,37.6,43.4,24.7,23.3
3630,2013,2013,OH,Ohio,Grade,9th,GRADE,GRADE09,39,15.9,12.5,21.9,15.0,41.4,36.3,27.6,30.0
3632,2007,2007,CT,Connecticut,Total,Total,OVR,OVERALL,9,13.3,14.3,19.5,15.1,35.9,32.1,27.6,45.8
3639,2017,2017,KY,Kentucky,Grade,10th,GRADE,GRADE10,21,13.9,11.2,26.3,41.2,48.9,51.8,28.2,33.7
3645,2011,2011,MI,Michigan,Grade,11th,GRADE,GRADE11,26,15.2,12.4,20.0,19.7,35.8,37.0,29.0,25.4
3649,2015,2015,NH,New Hampshire,Gender,Female,GEN,FEMALE,33,23.1,19.4,66.0,45.0,53.3,39.5,19.3,27.2
3656,2009,2009,AL,Alabama,Total,Total,OVR,OVERALL,1,21.6,13.5,28.6,33.2,51.8,49.6,8.3,18.2
3658,2007,2007,CT,Connecticut,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,9,20.8,19.4,37.9,37.3,53.2,49.6,32.9,47.8
